Date : 2026-05-03 15:54:37
Directory : c:\Users\ankit\Downloads\xace
Total : 395 files,  29606 codes, 10382 comments, 5760 blanks, all 45748 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\ankit\Downloads\xace\packages\dcl\physics\__init__.py                                                         | Python             |        160 |         11 |          3 |        174 |
| c:\Users\ankit\Downloads\xace\packages\dcl\rpg\__init__.py                                                             | Python             |        162 |         12 |          3 |        177 |
| c:\Users\ankit\Downloads\xace\packages\dcl\stealth\__init__.py                                                         | Python             |        116 |         10 |          3 |        129 |
| c:\Users\ankit\Downloads\xace\packages\dcl\ui\__init__.py                                                              | Python             |        114 |         10 |          2 |        126 |
| c:\Users\ankit\Downloads\xace\packages\dcl\world\__init__.py                                                           | Python             |        226 |         13 |          3 |        242 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\adapter_contract\adapter_authority_enforcer.rs               | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\adapter_contract\engine_adapter_interface.rs                 | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\adapter_contract\mod.rs                                      | Rust               |          2 |          0 |          1 |          3 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\delta_sync\delta_builder.rs                                  | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\delta_sync\delta_compressor.rs                               | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\delta_sync\delta_sync_engine.rs                              | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\delta_sync\mod.rs                                            | Rust               |          5 |          0 |          1 |          6 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\delta_sync\resync_detector.rs                                | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\delta_sync\snapshot_recovery.rs                              | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\lib.rs                                                       | Rust               |          3 |          2 |          2 |          7 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\tests\test_delta_sync.rs                                     | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\tests\test_protocol_handshake.rs                             | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\tests\test_transport.rs                                      | Rust               |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\transport\message_deserializer.rs                            | Rust               |        409 |        143 |         77 |        629 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\transport\message_serializer.rs                              | Rust               |        375 |        130 |         72 |        577 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\transport\mod.rs                                             | Rust               |          6 |          0 |          1 |          7 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\transport\protocol_handshake.rs                              | Rust               |        669 |        230 |        153 |      1,052 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\transport\sequence_tracker.rs                                | Rust               |        651 |        204 |        122 |        977 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\transport\shm_transport.rs                                   | Rust               |        572 |        230 |        124 |        926 |
| c:\Users\ankit\Downloads\xace\packages\engine-adapter\src\transport\tcp_transport.rs                                   | Rust               |        588 |        192 |        115 |        895 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\__init__.py                                                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\cgs\__init__.py                                                         | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\cgs\cgs_manager.py                                                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\cgs\cgs_serializer.py                                                   | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\cgs\mutation_target_resolver.py                                         | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\__init__.py                                       | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\conflict_detector.py                              | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\consistency_validator.py                          | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\invariant_enforcer.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\type_checker.py                                   | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\__init__.py                                                  | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\mutation_metadata\__init__.py                                | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\mutation_metadata\mutation_metadata_model.py                 | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\path_addressing\__init__.py                                  | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\path_addressing\path_parser.py                               | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\path_addressing\path_resolver.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\rule_grammar\__init__.py                                     | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\rule_grammar\rule_expression_parser.py                       | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\rule_grammar\rule_expression_validator.py                    | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\transaction_model\__init__.py                                | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\transaction_model\transaction_builder.py                     | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\transaction_model\transaction_executor.py                    | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\usmc\__init__.py                                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\usmc\usmc_classifier.py                                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\gde_orchestrator.py                                                     | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\mode_profiles\__init__.py                                               | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\mode_profiles\mode_profile.py                                           | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\mode_profiles\mode_profile_loader.py                                    | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\mode_profiles\profile_expander.py                                       | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\__init__.py                                       | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\ambiguity_detector.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\context_loader.py                                 | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\intent_classifier.py                              | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\intent_object.py                                  | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\scope_resolver.py                                 | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\slot_extractor.py                                 | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\question_engine\__init__.py                                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\question_engine\question_engine.py                                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\question_engine\question_session_manager.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\question_engine\question_types.py                                       | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_cgs_manager.py                                               | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_consistency_validator.py                                     | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_dsl_path_addressing.py                                       | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_gde_orchestrator.py                                          | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_transaction_executor.py                                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\__init__.py                                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\clarification_engine\__init__.py                        | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\clarification_engine\clarification_engine.py            | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\clarification_engine\clarification_session.py           | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\clarification_engine\question_generator.py              | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\__init__.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\cargo_compiler.py                       | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\code_contract_validator.py              | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\code_generation_engine.py               | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\determinism_code_checker.py             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\rust_code_generator.py                  | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\system_spec_builder.py                  | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\__init__.py                           | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\constraint_aggregator.py              | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\context_assembler.py                  | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\dependency_expander.py                | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\llm_context_packet.py                 | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\relevance_extractor.py                | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\schema_simplifier.py                  | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\scope_builder.py                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\critique_engine\__init__.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\critique_engine\critique_engine.py                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\history_manager\__init__.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\history_manager\history_manager.py                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\history_manager\session_store.py                        | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\__init__.py                               | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\intent_classifier.py                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\intent_envelope.py                        | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\intent_intake_layer.py                    | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\prompt_normalizer.py                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\risk_prescanner.py                        | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\__init__.py                            | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\llm_orchestrator.py                    | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass1_planning.py                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass2_dsl_draft.py                     | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass3_self_critique.py                 | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass4_determinism_audit.py             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass5_final_output.py                  | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\retry_policy.py                        | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\__init__.py                                | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\design_memory.py                           | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\memory_lifecycle_manager.py                | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\memory_model.py                            | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\safety_memory.py                           | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\session_memory.py                          | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\structural_memory.py                       | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mode_controller\__init__.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mode_controller\mode_controller.py                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mode_controller\mode_profile.py                         | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mutation_planner\__init__.py                            | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mutation_planner\mutation_planner.py                    | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mutation_planner\rollback_plan_builder.py               | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\output_parser\__init__.py                               | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\output_parser\operation_type_validator.py               | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\output_parser\schema_path_validator.py                  | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\output_parser\structured_output_parser.py               | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\pil_pipeline.py                                         | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\__init__.py                          | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\cascade_risk_guard.py                | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\destructive_change_guard.py          | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\determinism_safety_guard.py          | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\performance_risk_guard.py            | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\safety_scope_guard.py                | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\scope_boundary_guard.py              | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_code_generation.py                           | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_context_assembler.py                         | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_intent_intake.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_llm_orchestrator.py                          | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_pil_pipeline.py                              | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_safety_scope_guard.py                        | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\validation_loop\__init__.py                             | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\validation_loop\validation_loop.py                      | Python             |          0 |          1 |          1 |          2 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\component_table.rs                            | Rust               |        327 |         78 |         51 |        456 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\component_table_store.rs                      | Rust               |        307 |         94 |         55 |        456 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\mod.rs                                        | Rust               |          8 |          2 |          3 |         13 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\sorted_entity_map.rs                          | Rust               |        225 |         59 |         42 |        326 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\tests\mod.rs                                  | Rust               |          2 |          0 |          0 |          2 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\tests\test_component_tables.rs                | Rust               |        227 |         13 |         55 |        295 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\character\animation_event_system.rs                        | Rust               |        264 |         71 |         46 |        381 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\character\animation_layer_manager.rs                       | Rust               |        312 |         81 |         61 |        454 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\character\animation_state_validator.rs                     | Rust               |        379 |         68 |         63 |        510 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\character\mod.rs                                           | Rust               |          8 |          0 |          2 |         10 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\character\tests\mod.rs                                     | Rust               |          4 |          0 |          0 |          4 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\character\tests\test_animation_event_system.rs             | Rust               |         83 |          1 |          9 |         93 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\character\tests\test_animation_layers.rs                   | Rust               |        136 |         10 |         25 |        171 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\mod.rs                                                     | Rust               |          1 |          0 |          0 |          1 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\determinism_guard\determinism_guard.rs                         | Rust               |        497 |        206 |         92 |        795 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\determinism_guard\mod.rs                                       | Rust               |         10 |         21 |          3 |         34 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\determinism_guard\replay_validator.rs                          | Rust               |        714 |        236 |        143 |      1,093 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\determinism_guard\rng_interceptor.rs                           | Rust               |        426 |        125 |         82 |        633 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\determinism_guard\tests\mod.rs                                 | Rust               |          1 |          4 |          1 |          6 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\determinism_guard\tests\test_determinism_guard.rs              | Rust               |        590 |         91 |        107 |        788 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\determinism_guard\world_hasher.rs                              | Rust               |        229 |        115 |         63 |        407 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\entity_store\entity_archive.rs                                 | Rust               |        147 |         69 |         27 |        243 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\entity_store\entity_id_generator.rs                            | Rust               |        149 |         73 |         27 |        249 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\entity_store\entity_store.rs                                   | Rust               |        386 |        118 |         73 |        577 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\entity_store\mod.rs                                            | Rust               |          8 |          2 |          3 |         13 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\entity_store\tests\test_entity_store.rs                        | Rust               |        321 |         21 |         55 |        397 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\event_bus\event_bus.rs                                         | Rust               |        310 |         84 |         64 |        458 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\event_bus\event_dispatcher.rs                                  | Rust               |         91 |         29 |         17 |        137 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\event_bus\event_subscription_registry.rs                       | Rust               |        108 |         26 |         17 |        151 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\event_bus\mod.rs                                               | Rust               |          8 |          2 |          3 |         13 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\event_bus\tests\mod.rs                                         | Rust               |          2 |          0 |          0 |          2 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\event_bus\tests\test_event_bus.rs                              | Rust               |        141 |         15 |         29 |        185 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\lib.rs                                                         | Rust               |         10 |          2 |          2 |         14 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\mutation_gate\mod.rs                                           | Rust               |          8 |          2 |          3 |         13 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\mutation_gate\mutation_gate.rs                                 | Rust               |        334 |         76 |         49 |        459 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\mutation_gate\mutation_queue.rs                                | Rust               |        145 |         53 |         30 |        228 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\mutation_gate\mutation_validator.rs                            | Rust               |        333 |         64 |         39 |        436 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\mutation_gate\tests\mod.rs                                     | Rust               |          2 |          0 |          0 |          2 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\mutation_gate\tests\test_mutation_gate.rs                      | Rust               |        168 |         22 |         26 |        216 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\phase_orchestrator\mod.rs                                      | Rust               |          8 |          1 |          3 |         12 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\phase_orchestrator\parallel_executor.rs                        | Rust               |        200 |         54 |         30 |        284 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\phase_orchestrator\phase_orchestrator.rs                       | Rust               |        219 |         60 |         36 |        315 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\phase_orchestrator\system_context.rs                           | Rust               |        286 |         45 |         41 |        372 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\phase_orchestrator\system_registry.rs                          | Rust               |        147 |         40 |         23 |        210 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\phase_orchestrator\tests\mod.rs                                | Rust               |          2 |          0 |          0 |          2 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\phase_orchestrator\tests\test_phase_orchestrator.rs            | Rust               |         74 |          3 |          7 |         84 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\query_engine\mod.rs                                            | Rust               |          6 |          2 |          3 |         11 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\query_engine\query_cache.rs                                    | Rust               |        141 |         57 |         27 |        225 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\query_engine\query_engine.rs                                   | Rust               |        225 |         88 |         41 |        354 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\query_engine\tests\mod.rs                                      | Rust               |          2 |          0 |          0 |          2 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\query_engine\tests\test_query_engine.rs                        | Rust               |         99 |          9 |         13 |        121 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\snapshot_engine\mod.rs                                         | Rust               |          8 |          2 |          3 |         13 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\snapshot_engine\snapshot_engine.rs                             | Rust               |        365 |         87 |         69 |        521 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\snapshot_engine\snapshot_serializer.rs                         | Rust               |        263 |         77 |         54 |        394 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\snapshot_engine\snapshot_store.rs                              | Rust               |        286 |         75 |         59 |        420 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\snapshot_engine\tests\mod.rs                                   | Rust               |          2 |          0 |          0 |          2 |
| c:\Users\ankit\Downloads\xace\packages\runtime-core\src\snapshot_engine\tests\test_snapshot_engine.rs                  | Rust               |        120 |         10 |         30 |        160 |
